full_name,repo_id,forked_from,parent_id,hf_parent_id,depth,hf_depth,is_hard_fork,url,counter,percent_with_unique_commits_message,percent_with_unique_commits_sha,num_of_unique_commits_with_message,num_of_unique_commits_with_sha,num_of_commits
zyguan/ycsb,66644566,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/zyguan/ycsb,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1108
hostirosti/YCSB,71707468,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/hostirosti/YCSB,1,1.00,1.00,0,0,1241
InspurUSA/YCSB,75054263,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/InspurUSA/YCSB,19,1.00,1.00,0,0,1182
mw2q/YCSB,75195078,60739749,7118,NULL,2,NULL,0,https://api.github.com/repos/mw2q/YCSB,1,0.50,0.50,1,1,1159
spuchnin/YCSB_IG,76388447,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/spuchnin/YCSB_IG,0,0.00,0.00,43,49,1216
Angra-DB/YCSB-Angra-DB,77328633,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/Angra-DB/YCSB-Angra-DB,3,0.19,0.19,13,13,1185
ChristianNavolskyi/YCSB,77433173,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/ChristianNavolskyi/YCSB,20,0.87,0.87,3,3,1244
xinglin/YCSB,80014074,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/xinglin/YCSB,2,1.00,1.00,0,0,1172
igorbernstein2/YCSB,83516056,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/igorbernstein2/YCSB,2,1.00,1.00,0,0,1173
upthewaterspout/YCSB,83521297,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/upthewaterspout/YCSB,3,1.00,1.00,0,0,1173
cld378632668/YCSB_leveldb_leveldbjni_rocksdb,83657896,7118,7118,83657896,1,0,1,https://api.github.com/repos/cld378632668/YCSB_leveldb_leveldbjni_rocksdb,3,0.60,0.33,2,6,1179
j3ns/YCSB,83681146,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/j3ns/YCSB,2,0.50,0.50,2,2,1188
memcachier/YCSB,86734323,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/memcachier/YCSB,0,0.00,0.00,2,2,1175
ysnglt/YCSB-neo4j,90552235,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/ysnglt/YCSB-neo4j,8,0.50,0.50,8,8,1190
utsaslab/YCSB,90728114,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/utsaslab/YCSB,0,0.00,0.00,42,43,1223
Tim020/YCSB,92966460,70196,7118,70196,2,1,1,https://api.github.com/repos/Tim020/YCSB,11,1.00,1.00,0,0,1177
isuntsov-gridgain/YCSB,93149533,76388447,7118,NULL,2,NULL,0,https://api.github.com/repos/isuntsov-gridgain/YCSB,2,0.50,0.50,2,2,1233
yozank/YCSB,93192650,79551628,7118,NULL,2,NULL,0,https://api.github.com/repos/yozank/YCSB,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1172
mahesh152/YCSB,96519183,70196,7118,70196,2,1,1,https://api.github.com/repos/mahesh152/YCSB,2,1.00,1.00,0,0,1196
liukun4515/YCSB,97409077,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/liukun4515/YCSB,2,0.67,0.67,1,1,1200
FileTrek/YCSB,101915071,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/FileTrek/YCSB,0,0.00,0.00,2,2,1204
flint-dominic/YCSB,105086023,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/flint-dominic/YCSB,3,0.50,0.50,3,3,1244
yashadajadhav/YCSB,109510971,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/yashadajadhav/YCSB,0,0.00,0.00,5,5,1223
YugaByte/YCSB,109997839,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/YugaByte/YCSB,0,0.00,0.00,1,1,1242
bbengfort/YCSB,110401266,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/bbengfort/YCSB,0,0.00,0.00,11,11,1230
binaryloki/YCSB,115945906,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/binaryloki/YCSB,0,0.00,0.00,1,1,1221
timoha/YCSB,116265257,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/timoha/YCSB,3,1.00,1.00,0,0,1220
Csoyee/YCSB,119047440,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/Csoyee/YCSB,0,0.00,0.00,7,7,1238
alexwong/YCSB,134568598,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/alexwong/YCSB,25,0.48,0.48,27,27,1268
dfquaresma/YCSB,135149869,7118,7118,NULL,1,NULL,0,https://api.github.com/repos/dfquaresma/YCSB,4,0.50,0.50,4,4,1245
Mocel/twitter4j,61909,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/Mocel/twitter4j,69,1.00,1.00,0,0,2318
kennydude/twitter4j,859440,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/kennydude/twitter4j,0,0.00,0.00,15,17,1348
komiya-atsushi/twitter4j,1329932,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/komiya-atsushi/twitter4j,11,1.00,1.00,0,0,1834
sigpwned/twitter4j,1415478,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/sigpwned/twitter4j,2,1.00,1.00,0,0,1942
ApplePedlar/twitter4j,1652351,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/ApplePedlar/twitter4j,7,1.00,1.00,0,0,1519
sproutsocial/twitter4j,1874496,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/sproutsocial/twitter4j,0,0.00,0.00,286,318,2144
levelup/twitter4j,2594581,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/levelup/twitter4j,27,0.53,0.53,24,24,1238
HubSpot/twitter4j,2733196,7836,7836,2733196,1,0,1,https://api.github.com/repos/HubSpot/twitter4j,15,0.21,0.21,57,57,2193
s17er/twitter4j,2740012,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/s17er/twitter4j,4,1.00,0.80,0,1,1941
Meshfire/twitter4j,5747084,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/Meshfire/twitter4j,6,1.00,1.00,0,0,2129
takke/twitter4j,6091462,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/takke/twitter4j,0,0.00,0.00,18,18,2336
Codigami/twitter4j,7763782,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/Codigami/twitter4j,0,0.00,0.00,10,10,2134
tylermac/twitter4j,8786233,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/tylermac/twitter4j,1,0.50,0.50,1,1,2047
u2i/twitter4j,9244906,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/u2i/twitter4j,0,0.00,0.00,23,23,1941
fankave/twitter4j,11781474,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/fankave/twitter4j,5,0.36,0.33,9,10,1956
YousefED/twitter4j,48575316,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/YousefED/twitter4j,0,0.00,0.00,1,1,2125
socialwareinc/twitter4j,48855185,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/socialwareinc/twitter4j,0,0.00,0.00,15,15,2333
krallus/twitter4j,68929680,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/krallus/twitter4j,7,1.00,1.00,0,0,2133
SingingBush/twitter4j,72348455,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/SingingBush/twitter4j,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2318
takke/twitter4a,104526632,7836,7836,104526632,1,0,1,https://api.github.com/repos/takke/twitter4a,0,0.00,0.00,18,18,2336
seratch/twitter4j,106540243,7836,7836,NULL,1,NULL,0,https://api.github.com/repos/seratch/twitter4j,1,1.00,1.00,0,0,2251
esteban-aliverti/drools,12335,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/esteban-aliverti/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9073
sotty/drools,83243,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/sotty/drools,0,0.00,0.00,1,1,11079
mariofusco/drools,89935,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/mariofusco/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
etirelli/drools,131888,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/etirelli/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
mrietveld/drools,214103,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/mrietveld/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10160
rsynek/drools,256172,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/rsynek/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7217
mikemelton/drools,270060,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/mikemelton/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7298
jsvitak/drools,274025,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/jsvitak/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9635
fahman/drools,297131,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/fahman/drools,0,0.00,0.00,1,1,7250
mswiderski/drools,305224,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/mswiderski/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7486
guyramirez/drools,320218,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/guyramirez/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7368
adembo/drools,342336,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/adembo/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7409
jvg123/drools,450699,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/jvg123/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9848
izakova/drools,482848,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/izakova/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7511
tkobayas/drools,489263,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/tkobayas/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
reynoldsm88/drools,640884,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/reynoldsm88/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,11533
Salaboy/drools,801238,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/Salaboy/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10388
jespersm/drools,964623,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/jespersm/drools,0,0.00,0.00,2,3,7051
jerr/drools,964639,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/jerr/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7478
vinodkiran/drools,1263628,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/vinodkiran/drools,0,0.00,0.00,1,1,10383
winklerm/drools,1419979,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/winklerm/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
mdproctor/drools,1472531,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/mdproctor/drools,0,0.00,0.00,1,1,10426
cvgaviao/drools,1676114,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/cvgaviao/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9460
josecarloscr/drools,1758120,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/josecarloscr/drools,0,0.00,0.00,1,3,7838
leogomes/drools,2020240,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/leogomes/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,9153
bauna/drools,2020243,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/bauna/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7044
psiroky/drools,2020252,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/psiroky/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7633
yurloc/drools,2968918,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/yurloc/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,7977
manstis/drools,3938143,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/manstis/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
mbiarnes/drools,4868661,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/mbiarnes/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
hekmatnejad/drools,5477373,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/hekmatnejad/drools,0,0.00,0.00,181,285,7919
tarilabs/drools,8026859,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/tarilabs/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
kedzie/drools-android,10250653,12333,12333,10250653,1,0,1,https://api.github.com/repos/kedzie/drools-android,0,0.00,0.00,1,1,10007
lanceleverich/drools,10844837,83243,12333,NULL,2,NULL,0,https://api.github.com/repos/lanceleverich/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
kevinpeterson/drools,13005489,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/kevinpeterson/drools,0,0.00,0.00,3,3,9891
baldimir/drools,14999189,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/baldimir/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
rajashekharmunthakewill/drools,15919348,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/rajashekharmunthakewill/drools,0,0.00,0.00,2,2,9930
jomarko/drools,19125621,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/jomarko/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
Rikkola/drools,20775635,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/Rikkola/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
sutaakar/drools,21628120,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/sutaakar/drools,0,0.00,0.00,1,1,10928
lukenjmcd/drools,28594208,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/lukenjmcd/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10085
Multi-Support/drools,32424557,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/Multi-Support/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10155
ollie314/drools,39028485,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/ollie314/drools,0,0.00,0.00,13,13,10411
AvinduDinushan/drools,39385487,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/AvinduDinushan/drools,0,0.00,0.00,2,2,10331
Mikord/drools,46570417,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/Mikord/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,10373
jesuino/drools,53655514,12333,12333,NULL,1,NULL,0,https://api.github.com/repos/jesuino/drools,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,12089
eugeneiiim/avro,559252,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/eugeneiiim/avro,0,0.00,0.00,42,43,1044
ept/avro,712669,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/ept/avro,1,0.20,0.20,4,4,1387
kojiromike/avro,1264321,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/kojiromike/avro,56,1.00,1.00,0,0,1985
dcreager/avro,1676106,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/dcreager/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1069
johnzachary/avro,1676107,1676106,13874,NULL,2,NULL,0,https://api.github.com/repos/johnzachary/avro,1,0.01,0.01,157,157,1226
walshb/avro,3463912,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/walshb/avro,5,1.00,1.00,0,0,1124
Yelp/avro,9663742,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/Yelp/avro,0,0.00,0.00,73,73,1566
ibmsoe/avro,11664976,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/ibmsoe/avro,0,0.00,0.00,8,8,1113
zolyfarkas/avro,13507295,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/zolyfarkas/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2067
crs4/avro,20377078,15022094,13874,NULL,2,NULL,0,https://api.github.com/repos/crs4/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1331
irods/avro,26465531,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/irods/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1985
ZubairNabi/avro,28260481,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/ZubairNabi/avro,1,1.00,1.00,0,0,1370
geteloquent/avro,29107513,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/geteloquent/avro,4,1.00,1.00,0,0,1372
FundingCircle/avro,31062067,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/FundingCircle/avro,13,0.62,0.62,8,8,1534
kaaproject/avro,40353050,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/kaaproject/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1443
ollie314/avro,46604191,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/ollie314/avro,0,0.00,0.00,5,5,1485
nandorKollar/avro,49973655,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/nandorKollar/avro,24,1.00,1.00,0,0,1490
Yelp/yelp-avro,51929243,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/Yelp/yelp-avro,4,0.05,0.05,73,73,1566
memphisx/avro,62830588,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/memphisx/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1524
sixsentsinc/avro,63030932,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/sixsentsinc/avro,1,1.00,1.00,0,0,1524
rstata-projects/avro,67713843,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/rstata-projects/avro,41,1.00,1.00,0,0,1980
common-workflow-language/avro,69201158,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/common-workflow-language/avro,0,0.00,0.00,8,8,1579
Fokko/avro,70167206,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/Fokko/avro,38,1.00,1.00,0,0,1985
daniilguit/avro,73272053,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/daniilguit/avro,5,0.50,0.50,5,5,1763
toasttab/avro,74490492,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/toasttab/avro,0,0.00,0.00,12,15,1601
earthmine/avro,74820323,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/earthmine/avro,12,0.50,0.50,12,12,1600
beregon87/avro,75873349,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/beregon87/avro,0,0.00,0.00,2,2,1590
rhall-gemini/avro,76983367,29269685,13874,NULL,2,NULL,0,https://api.github.com/repos/rhall-gemini/avro,0,0.00,0.00,2,2,1380
Tubular/avro,83145120,15022094,13874,NULL,2,NULL,0,https://api.github.com/repos/Tubular/avro,0,0.00,0.00,4,4,1335
postmates/avro,83471720,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/postmates/avro,0,0.00,0.00,23,23,1658
confluentinc/avro,84593632,13874,13874,84593632,1,0,1,https://api.github.com/repos/confluentinc/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1614
blachniet/avro,91127586,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/blachniet/avro,25,1.00,1.00,0,0,1983
wishabi/avro,104167420,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/wishabi/avro,4,1.00,1.00,0,0,1985
sporting-innovations/avro,107822230,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/sporting-innovations/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1645
zerofox-oss/yelp-avro,108287538,51929243,13874,NULL,2,NULL,0,https://api.github.com/repos/zerofox-oss/yelp-avro,0,0.00,0.00,1,1,1567
venmo/avro,109978252,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/venmo/avro,0,0.00,0.00,1,2,1647
aniket486/avro,112566506,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/aniket486/avro,18,1.00,1.00,0,0,1983
unchuckable/avro,114331876,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/unchuckable/avro,9,1.00,1.00,0,0,1985
FileTrek/avro,120648538,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/FileTrek/avro,0,0.00,0.00,10,10,1805
BELUGABEHR/avro,124365862,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/BELUGABEHR/avro,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,1985
henrywu2019/avro,128748645,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/henrywu2019/avro,1,0.50,0.50,1,1,1893
mercari/avro,128904970,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/mercari/avro,17,0.71,0.71,7,7,1903
suxingfate/avro,129600351,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/suxingfate/avro,2,1.00,1.00,0,0,1904
timjroberts/avro,130437437,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/timjroberts/avro,15,1.00,1.00,0,0,1985
syodage/avro,135287942,13874,13874,NULL,1,NULL,0,https://api.github.com/repos/syodage/avro,1,1.00,1.00,0,0,1974
